"Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years"
"375,45.40443,-75.7475,15,95,5,10,15,0,89,-5,79,5,74,-4,97,5,97,12,69,-3"
"365,45.3444,-75.7504,15,95,20,15,10,0,89,-2,89,-5,89,-5,92,-8,97,-3,74,-26"
"335,45.36719,-75.9489,10,95,0,0,10,0,94,7,84,-10,78,-1,88,-8,83,-10,65,4"
"365,45.2909,-75.8615,5,100,0,5,10,0,92,2,87,-1,85,11,92,-5,95,6,69,2"
"685,45.2767,-75.6891,22,99,4,4,14,0,92,-2,90,-1,78,-3,85,0,84,-10,57,9"
"320,45.33384,-75.7931,20,100,10,10,20,0,79,-1,90,14,69,13,86,-9,89,-6,65,0"
"625,45.23705,-75.6917,4,99,2,1,9,0,88,1,88,-1,82,0,87,-6,87,-6,68,0"
"440,45.29175,-75.735,15,100,5,10,15,0,86,6,86,3,69,-6,84,4,87,3,51,7"
"215,45.39483,-75.6151,35,90,35,30,15,0,63,8,58,-7,42,2,75,13,90,21,50,44"
"335,45.3676,-75.6249,20,100,5,10,25,0,74,-10,83,-1,69,-12,74,-6,72,-13,46,4"
"670,45.29285,-75.8845,24,99,11,10,10,0,82,8,83,11,59,-11,85,5,84,-6,48,-23"
"370,45.2799,-75.5711,10,95,0,5,10,0,80,-11,78,-7,51,-34,82,-2,77,-15,43,12"
"300,45.28396,-76.1008,0,95,0,0,10,0,88,20,76,13,68,-6,88,0,84,-4,47,-21"
"170,45.42864,-75.6485,20,90,10,10,15,0,48,36,64,37,40,36,40,-15,60,5,4,-1"
"250,45.323,-75.7178,10,100,5,5,10,0,78,-3,67,-19,56,-11,81,-10,71,-24,29,-21"
"330,45.28363,-75.7607,5,100,10,10,15,0,86,15,76,5,60,-4,97,9,91,1,50,5"
"435,45.1854,-75.8363,5,95,5,5,10,0,81,-4,54,-44,67,-12,95,16,87,-4,49,-12"
"450,45.3602,-75.7111,25,100,25,20,10,0,77,-3,75,-9,58,2,76,-4,85,3,39,0"
"395,45.4636,-75.4667,5,100,0,5,10,0,85,-11,83,-15,64,-26,96,3,89,2,61,8"
"550,45.37477,-75.6063,24,97,8,8,11,0,79,-6,81,-8,71,-5,92,3,90,1,62,-5"
"660,45.24233,-75.7349,29,99,8,8,7,0,93,-1,95,-2,79,-12,94,8,88,-5,58,-10"
"230,45.44385,-75.5996,20,95,25,25,15,0,77,-5,69,-10,64,-7,82,-7,89,-2,58,1"
"740,45.25472,-75.7316,28,98,11,11,11,0,93,1,96,-1,80,-9,94,1,94,4,72,17"
"465,45.45155,-75.4705,15,95,0,0,10,0,86,6,83,-1,63,-5,96,3,94,-1,51,-4"
"255,45.3253,-75.9297,30,100,5,10,20,0,93,3,88,-5,80,-9,92,1,95,4,74,4"
"335,45.38672,-75.6467,10,95,5,5,10,0,90,11,93,7,87,23,89,1,89,-5,54,-8"
"235,45.42301,-75.602,20,100,10,10,15,0,61,-11,58,-14,39,-23,71,-10,74,-3,32,-18"
"265,45.32804,-75.7689,10,95,10,10,20,0,60,-2,43,-10,33,-14,69,10,74,12,31,-7"
"345,45.45657,-75.5232,10,100,10,10,5,0,76,-1,76,10,66,17,89,-3,95,3,37,-7"
"270,45.3507,-75.8068,55,100,30,35,20,0,92,4,92,0,79,-5,96,29,89,11,30,0"
"655,45.27533,-75.9319,11,99,3,3,13,0,82,-4,92,11,73,9,83,1,92,5,64,14"
"160,45.45424,-75.6042,25,95,15,15,25,0,68,15,79,26,58,26,68,-3,68,-3,28,4"
"325,45.28874,-75.7166,35,100,10,10,10,0,91,4,88,7,82,9,95,1,93,1,70,11"
"95,45.39191,-75.63,60,90,10,20,30,0,27,-19,23,-19,20,-9,71,9,59,15,35,26"
"220,45.45835,-75.4661,20,100,5,10,15,0,67,0,60,-16,38,-10,88,-2,82,7,41,-11"
"320,45.28106,-75.7641,30,95,15,10,10,0,58,-9,41,-26,47,3,86,6,92,15,42,0"
"570,45.28021,-75.7379,37,99,12,12,10,0,80,9,74,4,57,-1,84,-1,86,-4,69,15"
"180,45.33755,-75.7771,30,100,15,20,25,0,86,31,80,27,80,25,78,5,70,5,44,21"
"290,45.28474,-75.861,20,100,5,10,10,0,77,21,72,21,51,4,85,-8,82,-8,55,3"
"345,45.36049,-75.7006,75,100,50,50,15,0,34,-38,40,-32,14,-46,60,-1,51,-1,20,-4"
"175,45.41525,-75.7046,50,95,30,30,30,0,62,6,54,6,29,-11,48,-12,52,2,12,-5"
"395,45.26951,-75.7318,50,100,20,20,5,0,89,-3,84,-3,70,-9,97,3,96,4,64,-4"
"205,45.3748,-75.6601,80,95,25,30,15,0,52,26,42,18,16,5,47,-1,59,1,16,-5"
"160,45.39049,-75.7532,0,95,0,5,25,0,74,0,66,4,63,-5,84,-8,79,-9,58,10"
"310,45.4004,-75.726,10,95,5,5,15,0,82,8,73,4,78,2,91,6,86,15,63,34"
"260,45.40553,-75.7189,5,100,5,5,10,0,90,6,85,17,76,8,88,-12,88,-2,74,14"
"85,45.36105,-75.6503,50,100,10,10,30,0,45,-10,40,-5,20,-10,72,3,67,-8,6,-25"
"255,45.4163,-75.6894,15,100,5,10,10,0,83,16,83,12,78,7,94,1,100,11,76,12"
"455,45.39424,-75.736,0,100,0,5,10,0,92,-1,76,-16,84,4,100,2,98,3,91,10"
"370,45.2817,-75.7084,40,100,15,15,10,0,83,14,67,-9,59,-7,82,3,79,4,46,-11"
"150,45.40628,-75.6854,20,100,15,15,25,10,80,-2,60,-25,73,-3,94,0,94,15,61,-16"
"110,45.26105,-75.5637,10,100,5,0,25,0,82,-3,76,0,59,6,85,-5,85,-5,54,16"
"270,45.39521,-75.7447,10,100,10,10,25,0,81,5,85,9,50,-20,83,-8,86,3,52,-22"
"290,45.27934,-75.7597,20,100,10,10,10,0,59,-17,46,-28,32,-16,80,-6,78,4,44,5"
"455,45.28939,-75.8837,20,100,10,5,10,0,70,-6,65,-1,47,-16,72,-14,69,-12,34,-16"
"530,45.32765,-75.7811,14,100,3,3,12,4,97,6,86,1,80,8,93,0,92,0,67,-5"
"85,45.41167,-75.6789,20,100,10,0,30,0,65,23,54,31,35,16,88,10,69,8,41,-2"
"450,45.45042,-75.6558,30,95,15,10,10,0,67,7,53,-4,45,-9,88,-5,86,-3,46,-5"
"280,45.32875,-75.7603,50,100,30,30,5,0,48,-15,35,-36,28,-23,58,-23,62,-7,34,-14"
"380,45.26882,-75.7672,15,100,5,5,25,0,76,4,61,-6,59,10,92,18,86,17,46,11"
"330,45.34513,-75.7368,30,100,15,10,10,0,63,-4,55,-9,45,-4,75,-7,81,12,39,-6"
"435,45.4008,-75.6906,10,100,0,5,10,5,81,-3,72,-9,69,-17,93,-7,84,-4,56,-18"
"220,45.14608,-75.6052,0,100,0,0,15,0,89,19,76,0,79,38,87,20,92,13,53,36"
"395,45.39272,-75.6462,25,95,10,5,5,0,75,11,64,5,56,-3,95,0,95,19,54,9"
"115,45.42631,-75.6423,45,100,10,15,40,0,32,-39,28,-8,22,-14,48,-14,57,0,5,-9"
"115,45.36665,-75.7902,25,100,5,5,40,0,55,-6,34,-18,34,-14,73,-15,70,-5,37,-5"
"155,45.40587,-75.6547,30,95,10,10,25,0,48,-16,41,-23,31,-14,48,-31,60,-19,28,7"
"195,45.36914,-75.6205,50,95,10,5,10,0,61,-7,59,-14,52,-5,66,-6,79,11,13,-19"
"125,45.43275,-75.6512,35,95,30,30,15,0,68,47,56,51,16,5,56,-6,56,13,12,-12"
"310,45.28386,-75.8466,25,100,5,10,10,5,91,10,89,7,69,-5,96,0,94,2,71,-4"
"350,45.4504,-75.6781,20,95,15,20,5,0,91,-4,79,-12,88,16,92,-6,92,-3,78,-6"
"125,45.32848,-75.8925,50,100,35,30,20,0,95,5,91,1,77,-13,93,-1,100,18,40,-13"
"310,45.35406,-75.7281,30,100,15,10,10,0,90,8,77,9,73,6,80,-10,87,1,47,-12"
"350,45.35731,-75.928,35,100,10,10,15,0,70,-16,52,-29,62,-11,95,2,98,3,71,8"
"300,45.32494,-75.9027,35,100,10,5,10,0,95,1,94,11,87,4,99,1,99,4,83,-3"
"470,45.27185,-75.9085,10,100,5,5,15,0,82,7,81,14,71,9,88,2,88,9,46,3"
"115,45.42027,-75.675,40,100,20,20,20,0,41,-7,35,-3,35,2,85,-8,85,-15,40,-33"
"325,45.33298,-75.9089,60,95,30,30,10,0,93,11,87,2,84,7,96,1,97,1,82,-1"
"335,45.38239,-75.7316,25,95,10,15,15,0,65,34,48,19,35,12,55,22,58,32,10,-1"
"535,45.24662,-75.9069,20,99,11,12,10,1,95,14,92,26,70,9,92,0,94,13,54,0"
"120,43.85752,-80.0652,10,100,5,5,15,0,92,34,77,-15,69,27,100,4,100,8,45,-5"
"355,43.56495,-79.626,50,100,20,20,15,0,63,-11,46,-28,41,-25,77,10,77,8,35,2"
"630,43.57165,-79.6155,71,100,32,33,11,0,71,3,76,14,64,4,85,5,85,13,59,7"
"195,43.55813,-79.5823,20,100,10,10,20,0,80,-2,70,-16,70,-1,71,-17,82,-6,25,-39"
"135,43.59356,-79.7616,30,100,10,10,20,10,46,10,23,-27,38,-5,70,-13,80,5,20,20"
"365,43.56371,-79.6466,60,100,15,20,10,0,63,-17,50,-22,50,-13,89,1,80,-11,49,-5"
"205,43.57233,-79.7558,30,100,5,5,20,0,52,-9,48,-17,43,-14,68,-7,71,-17,48,-6"
"350,43.56348,-79.5842,25,95,0,5,10,0,91,6,80,-3,75,1,94,6,94,11,70,-5"
"310,43.58196,-79.7479,40,100,30,25,25,0,77,13,57,-7,49,-6,59,-12,63,-22,7,-22"
"780,43.58116,-79.7714,44,99,7,8,7,0,83,-6,79,-8,73,-11,93,-5,91,-4,55,-24"
"470,43.64252,-79.746,90,100,10,10,10,0,86,0,89,3,73,-2,89,-7,89,-4,72,2"
"500,43.57829,-79.7507,30,100,10,10,10,0,81,-6,70,-11,58,-10,89,-4,86,-5,49,-21"
"395,43.5871,-79.763,50,95,25,25,20,0,79,16,64,-1,64,10,86,-2,91,14,53,3"
"445,43.55725,-79.6541,50,95,10,10,15,0,88,9,71,-4,69,6,82,2,90,16,65,26"
"210,46.49473,-80.9378,5,100,10,10,20,0,50,6,25,-19,46,13,54,4,54,4,18,-20"
"285,46.53117,-80.9248,10,100,10,5,20,0,52,-16,50,-32,34,-7,71,2,60,-2,17,-9"
"180,46.50646,-80.9953,5,100,10,10,20,0,62,-13,62,-13,50,-10,70,-1,70,-6,33,27"
"630,46.4501,-80.9939,3,98,1,2,2,0,93,1,92,1,78,-14,96,-4,98,-2,88,-12"
"445,46.43877,-81.1408,0,95,0,0,10,0,68,13,70,4,34,-3,79,-9,75,-12,39,-6"
"205,48.6098,-93.4207,5,100,0,0,25,0,71,-15,63,-13,53,-4,76,-9,67,-18,39,-11"
"135,48.7594,-91.5941,0,100,0,0,20,0,67,3,33,-22,67,8,75,6,85,16,35,-3"
"220,45.42955,-76.3633,0,95,0,0,10,0,97,-1,100,0,90,-5,100,3,100,3,81,-13"
"115,45.45608,-76.7616,0,100,0,0,20,0,89,19,89,4,84,4,82,-5,82,-5,36,-24"
"190,45.47728,-76.6855,5,100,0,0,25,0,38,-22,44,-16,25,-55,66,-10,55,-21,38,5"
"205,45.46994,-76.6766,0,100,0,0,25,0,68,0,72,-12,40,-11,71,-5,65,-14,56,-2"
"375,44.4264,-80.095,0,100,0,0,15,0,48,-24,61,-6,33,-34,88,-4,84,0,52,12"
"405,46.43375,-80.9826,0,100,10,15,0,0,73,-11,75,-5,62,-6,81,-17,88,0,37,-27"
"600,46.516,-80.927,4,99,7,7,12,0,61,9,55,0,37,3,81,-6,85,10,35,6"
"200,46.61219,-81.0127,0,100,0,5,15,0,64,-19,79,-9,43,-3,87,11,95,14,32,8"
"340,46.47762,-81.0134,0,100,15,15,30,0,61,11,55,5,36,3,76,14,76,11,41,3"
"120,42.64707,-80.8034,20,100,0,0,0,0,20,-53,30,-30,30,-17,57,2,52,-7,29,15"
"215,42.85844,-81.0082,0,100,0,0,10,0,78,-5,66,-12,59,-2,88,-12,79,-14,71,12"
"135,42.83124,-80.926,5,100,5,0,10,0,57,-3,57,5,62,-6,70,6,65,15,17,-4"
"200,48.43619,-89.2441,5,100,10,5,35,0,81,9,84,6,78,11,76,-9,71,-7,50,-15"
"315,48.45071,-89.2615,0,100,5,5,10,0,85,-2,88,4,69,-4,86,-3,80,-7,46,-24"
"365,48.36245,-89.3609,0,100,0,0,10,0,90,1,81,-1,62,-16,86,1,72,-5,48,25"
"105,48.45747,-89.2451,0,100,0,5,40,0,71,1,50,-20,57,0,86,24,82,15,50,31"
"165,48.3683,-89.3011,0,100,0,5,30,0,95,15,95,15,74,9,96,3,78,-15,39,-25"
"545,48.44823,-89.2369,3,100,1,1,19,0,80,2,78,2,50,-5,83,-4,91,9,50,-9"
"235,48.373,-89.2599,0,100,0,0,20,0,93,13,81,9,56,4,80,-14,80,9,37,-10"
"150,48.3924,-89.2957,5,100,0,0,30,0,95,13,95,16,71,10,94,6,100,18,62,15"
"140,48.39419,-89.2426,0,100,0,0,25,0,44,-42,36,-59,20,-57,63,-9,63,-13,15,-25"
"175,48.45501,-89.2218,0,100,0,0,20,0,77,-13,66,5,50,-11,82,1,79,9,30,-3"
"550,48.36969,-89.2778,2,100,1,2,32,0,75,-10,57,-23,52,-14,86,0,83,7,47,20"
"110,48.47074,-89.1883,0,100,0,0,40,0,93,2,93,7,71,-2,75,28,81,12,44,0"
"200,48.4415,-89.2538,0,100,5,5,10,0,77,9,61,-4,39,-20,83,0,90,10,63,0"
"195,48.38307,-89.2761,0,100,0,0,40,0,86,3,86,-1,79,14,86,4,97,18,63,4"
"100,48.39344,-89.2846,10,100,0,0,50,0,76,32,35,-9,29,-15,75,-8,60,-2,35,-7"
"445,43.68315,-79.2885,10,95,0,0,10,5,86,1,52,-30,56,-5,93,0,93,8,40,-31"
"100,43.78823,-79.281,50,100,20,20,10,0,79,-13,79,-9,61,-19,81,-5,90,4,68,-1"
"90,43.8091,-79.2856,70,100,10,10,10,0,79,2,74,-5,74,-5,87,-4,93,2,64,11"
"595,43.70943,-79.4128,10,99,8,9,7,1,90,1,82,-5,77,4,95,0,93,-2,76,-12"
"380,43.67643,-79.2898,5,100,5,5,10,0,91,-3,85,-11,74,-15,94,4,95,7,90,15"
"125,43.77196,-79.2351,60,100,20,15,15,0,79,5,74,0,68,-1,68,-28,78,-16,59,-23"
"170,43.76256,-79.2449,50,100,30,30,15,0,81,15,74,6,64,4,82,7,82,9,59,0"
"140,43.69407,-79.3687,30,100,30,30,10,5,96,4,96,12,88,-4,93,-7,96,-4,81,-8"
"125,43.80156,-79.2211,40,100,10,5,5,0,68,4,71,-8,64,3,72,-14,75,-11,50,0"
"180,43.79865,-79.3231,50,100,5,5,0,0,85,4,90,5,68,-7,96,6,93,1,79,19"
"300,43.6718,-79.3385,20,95,0,5,15,0,75,-3,75,-10,47,-16,75,-5,81,6,38,-27"
"305,43.71993,-79.3895,10,100,10,10,5,0,100,8,97,7,97,5,88,-12,90,-10,73,-22"
"170,43.78079,-79.3151,15,100,5,5,15,0,77,-13,83,-3,67,-12,82,-4,82,-1,64,-19"
"120,43.81171,-79.2738,40,100,10,10,10,0,74,12,70,8,63,-6,85,-2,81,-11,54,-7"
"75,43.80121,-79.3149,50,100,10,10,10,0,79,-11,83,-11,76,-11,91,6,85,-12,70,9"
"390,43.68491,-79.4013,20,100,10,10,10,0,85,3,87,12,67,-7,95,1,91,0,79,-2"
"120,43.79269,-79.2288,40,100,15,15,10,0,81,5,69,-17,62,-7,83,2,87,-5,65,0"
"130,43.78446,-79.2661,60,100,10,10,20,0,79,-7,84,-9,74,-5,86,-2,88,-5,66,9"
"290,43.74658,-79.2148,60,100,20,20,20,0,75,4,69,0,55,6,70,11,76,13,42,19"
"195,43.78695,-79.15,20,100,0,5,15,10,80,-16,80,-20,50,-39,92,-6,95,2,62,3"
"120,43.64852,-79.4095,10,100,0,0,20,0,81,22,73,21,58,6,64,-15,64,-20,68,-6"
"250,43.78206,-79.1422,10,100,0,0,10,5,74,-8,66,-6,74,7,80,-15,72,-16,52,-8"
"50,43.79976,-79.2787,60,100,10,10,10,0,86,3,61,-17,79,1,90,1,90,7,74,2"
"80,43.79858,-79.3311,40,100,10,10,20,0,47,0,33,7,40,19,82,39,73,35,41,36"
"255,43.6636,-79.3792,45,100,30,25,10,0,85,10,69,-9,65,0,76,9,79,16,45,8"
"305,43.65764,-79.414,10,100,0,0,10,25,79,3,77,12,72,4,87,6,89,15,44,-7"
"455,43.75939,-79.218,75,100,5,10,10,0,80,-5,79,-13,62,-16,88,8,90,4,63,20"
"315,43.72648,-79.2622,40,100,10,10,10,0,66,16,55,10,63,21,79,6,89,16,53,16"
"160,43.68037,-79.3956,5,100,5,10,10,10,90,-10,85,-15,60,-34,95,-5,95,-5,95,5"
"310,43.69938,-79.3948,30,100,20,25,10,0,86,2,77,-7,68,-11,96,10,96,10,61,-13"
"335,43.65558,-79.4238,20,100,5,5,10,0,75,20,25,-57,61,-20,98,2,98,4,67,3"
"190,43.73814,-79.206,15,100,5,5,10,15,90,5,83,8,73,3,94,1,92,-5,66,-3"
"85,43.684,-79.4589,10,100,0,0,20,0,77,2,69,-1,46,-14,69,7,69,7,46,15"
"160,43.78493,-79.3222,70,100,20,20,10,30,76,-10,76,-17,57,-12,90,-10,96,-1,79,-8"
"280,43.67717,-79.3504,5,100,0,5,10,0,95,1,92,14,88,10,89,-9,92,-1,64,-17"
"225,43.64319,-79.4491,5,100,5,0,10,5,92,4,82,-9,82,-6,96,-1,89,-5,63,-14"
"490,43.71172,-79.331,70,100,20,20,10,0,68,-5,64,-9,46,-12,67,-5,80,13,37,-4"
"135,43.67895,-79.464,25,100,20,15,30,0,54,-3,38,-12,30,-20,40,-5,56,11,24,9"
"100,43.7393,-79.2118,30,100,15,10,15,0,80,-7,90,20,40,14,88,15,100,47,81,68"
"205,43.64631,-79.4177,10,100,0,0,10,0,77,-6,64,-13,64,-8,94,4,74,-6,81,31"
"280,43.77139,-79.2893,65,100,20,20,15,0,68,-4,66,-6,47,-17,76,3,78,7,43,-5"
"280,43.71328,-79.4358,30,95,10,10,10,0,64,-17,59,-26,66,-7,77,-11,80,5,46,-9"
"130,43.73822,-79.2541,50,100,20,20,20,0,66,-17,69,-7,53,-19,80,-8,80,1,49,-15"
"170,43.76393,-79.2169,60,100,20,20,10,0,64,5,56,-7,44,9,69,-14,59,-27,33,-14"
"465,43.71545,-79.333,85,95,25,25,10,0,57,2,47,-9,39,-3,67,6,71,0,36,-5"
"115,43.80398,-79.2133,45,100,25,25,10,0,72,20,56,-2,31,-8,86,4,91,32,46,10"
"90,43.75081,-79.2,10,100,0,10,30,0,81,6,56,-11,44,2,83,16,100,17,50,25"
"125,43.72748,-79.2318,25,100,10,10,20,0,70,-16,67,-22,50,-14,73,-2,63,-20,17,-16"
"140,43.66825,-79.4223,5,100,0,0,5,0,78,-15,59,-30,78,-4,76,-24,81,-15,48,-10"
"85,43.77515,-79.2151,30,100,0,0,20,0,67,-7,75,1,46,-6,87,20,80,13,47,7"
"90,43.79441,-79.3003,40,100,0,10,10,0,63,-4,63,-9,42,-8,57,-5,52,-10,26,-12"
"300,43.67904,-79.4158,10,100,5,10,5,5,86,-3,80,-13,73,-12,92,8,95,6,44,-22"
"375,43.65039,-79.4526,10,100,5,5,5,5,69,-11,69,-6,71,-10,94,0,94,2,71,2"
"165,43.74569,-79.2602,55,100,10,15,15,0,90,8,85,6,71,0,94,4,95,7,73,6"
"230,43.67049,-79.4024,15,95,10,20,10,0,83,-8,77,-12,67,-5,76,-11,82,0,59,-5"
"230,43.66252,-79.4601,10,95,0,0,20,0,90,11,77,4,73,15,88,11,85,27,63,28"
"130,43.7794,-79.2923,50,100,20,25,20,0,56,-23,74,-5,48,-6,72,-4,76,10,45,4"
"110,43.80267,-79.2694,70,100,10,10,10,30,64,-3,74,4,67,0,94,6,94,3,78,8"
"210,43.61574,-79.3782,10,100,5,5,5,5,97,-3,87,9,77,-8,95,9,95,9,58,37"
"565,43.68064,-79.3539,7,99,4,5,8,1,72,-18,80,-7,79,-9,96,-2,94,-6,69,-4"
"445,43.71832,-79.4089,15,100,10,10,10,5,97,-3,93,-1,85,-12,93,-6,98,-1,86,-3"
"575,43.7288,-79.4122,9,100,6,7,10,2,98,3,96,5,91,2,89,-1,91,-1,80,3"
"115,43.71083,-79.4643,55,100,15,15,15,0,90,1,85,-10,60,-13,97,14,100,13,58,15"
"100,43.65639,-79.4057,20,90,10,10,20,0,62,4,50,-12,54,4,82,-4,76,-17,65,1"
"405,43.66846,-79.3027,5,100,0,5,10,0,88,-2,75,0,80,8,93,1,95,3,60,-15"
"240,43.68261,-79.2991,10,100,0,5,10,0,98,13,93,16,80,18,75,-12,78,-2,50,13"
"240,43.66316,-79.4869,10,100,5,0,5,0,93,13,89,13,82,14,90,-3,95,9,75,32"
"200,43.66731,-79.3324,5,100,0,0,25,5,81,8,57,-2,57,-5,69,7,72,12,47,16"
"180,43.74142,-79.2637,65,100,15,15,20,0,83,-9,78,-7,76,-1,71,-14,81,-2,53,-19"
"70,43.77664,-79.3006,30,100,0,10,30,0,40,-25,45,-7,55,3,67,3,67,-4,28,-8"
"80,43.79659,-79.2913,60,100,20,10,20,0,57,-18,43,-32,65,10,70,-21,75,-16,50,-23"
"130,43.79783,-79.2332,60,100,15,10,20,0,55,-11,47,-12,29,-22,76,-1,78,7,54,3"
"105,43.73914,-79.2256,55,100,20,20,20,0,65,8,53,1,41,-5,72,9,72,6,41,-10"
"435,43.67807,-79.4311,10,100,0,0,20,15,84,16,63,-13,52,-8,87,3,87,6,45,-4"
"150,43.65867,-79.4188,15,100,5,10,10,0,100,32,83,9,75,7,100,0,100,0,71,0"
"400,43.66016,-79.3402,0,100,5,0,10,0,87,19,77,9,70,3,90,7,90,7,44,-17"
"210,43.64393,-79.4082,10,100,10,10,10,0,85,0,74,-1,63,3,86,3,76,-11,62,19"
"85,43.71903,-79.2578,40,100,10,10,10,0,65,2,48,1,43,-4,91,33,100,33,64,39"
"165,43.79645,-79.2761,50,100,10,10,10,0,67,-14,60,-34,64,-16,85,4,85,6,84,17"
"105,43.77045,-79.2476,40,100,25,20,10,0,94,6,71,-23,71,0,79,8,68,-18,42,-20"
"120,43.78891,-79.3186,55,100,20,20,20,0,77,-1,69,-3,73,6,83,9,83,9,58,13"
"160,43.70569,-79.4202,65,100,45,45,10,0,64,-30,82,-8,68,-13,100,6,100,6,67,5"
"270,43.6765,-79.3063,5,100,0,0,15,0,77,6,49,-17,57,0,91,-2,93,8,84,3"
"105,43.64986,-79.3954,35,100,20,20,5,0,67,-4,67,-12,44,-27,94,11,100,17,82,39"
"255,43.6527,-79.4226,0,100,5,5,0,0,90,-4,85,-12,80,-3,97,1,94,-2,68,-11"
"360,43.66904,-79.4153,5,95,0,5,5,0,100,29,89,39,53,-29,98,11,98,19,71,-3"
"245,43.67045,-79.342,5,100,10,10,10,5,93,-3,84,-14,72,-19,95,-5,98,1,79,0"
"140,43.78488,-79.3035,55,100,10,5,15,0,76,14,84,22,56,12,75,3,79,15,43,3"
"145,43.66258,-79.4392,45,100,5,5,15,5,83,6,92,11,71,7,77,-9,81,2,42,-12"
"90,43.81266,-79.2657,60,100,10,0,10,0,94,10,90,6,75,4,97,0,94,4,71,3"
"430,43.66282,-79.4524,10,100,5,5,10,0,70,4,52,-9,53,3,75,-25,75,-25,25,-56"
"265,43.79008,-79.4341,65,100,20,20,10,0,82,6,74,-2,69,8,88,4,90,17,55,1"
"160,43.75373,-79.1872,10,100,5,5,20,5,63,-18,74,-7,59,-3,88,-6,91,13,66,27"
"425,43.67377,-79.4401,20,100,0,0,10,0,70,24,63,6,65,8,81,-11,78,-15,43,-15"
"455,43.78611,-79.4525,60,95,25,25,15,0,70,-6,68,-4,56,-5,77,21,88,18,47,21"
"310,43.69982,-79.366,5,95,10,10,10,0,84,-6,82,9,76,3,96,3,96,5,78,15"
"355,43.67021,-79.3727,70,100,30,30,10,0,69,-12,66,-10,40,-23,73,-2,75,6,46,11"
"200,43.67765,-79.3817,20,95,15,20,10,0,100,0,97,0,89,-11,96,1,100,5,96,28"
"145,43.64852,-79.4367,10,100,0,0,10,5,88,-3,71,-11,79,15,100,9,100,9,71,10"
"180,43.80714,-79.3272,60,100,20,20,15,0,82,14,79,17,82,20,90,2,93,6,76,0"
"145,43.78495,-79.2975,70,100,40,40,5,0,67,-16,74,-3,60,-14,86,19,86,12,53,5"
"120,43.79146,-79.3073,50,100,20,20,10,0,75,-3,71,1,64,-17,78,-11,78,-15,62,10"
"110,43.81044,-79.2316,55,100,25,20,10,0,81,11,89,16,78,15,83,-1,87,1,49,-22"
"175,43.69409,-79.5388,40,100,10,10,10,0,46,-11,48,-9,34,-23,100,17,100,0,100,33"
"130,43.77434,-79.3083,35,100,15,15,10,0,86,12,86,1,62,-17,91,0,85,-6,67,7"
"140,43.73345,-79.2512,50,100,10,10,10,0,62,6,54,-20,51,7,77,-1,81,-3,40,-6"
"155,43.66284,-79.4994,10,100,5,0,15,0,66,-18,62,-25,55,-10,75,10,81,16,25,7"
"380,43.7026,-79.4331,35,100,15,20,10,0,81,-6,66,-15,75,1,94,2,94,2,70,1"
"220,43.79561,-79.1337,15,100,5,0,15,0,90,-3,73,-20,61,-29,89,-7,81,-2,61,-14"
"315,43.68715,-79.3784,10,100,15,15,10,5,100,10,97,4,92,19,100,0,100,7,95,6"
"370,43.68203,-79.3375,20,100,0,5,10,0,84,-7,84,-7,77,-3,96,-1,96,3,61,-5"
"165,43.78504,-79.1345,10,100,5,0,10,0,86,5,79,7,55,-7,81,-13,91,3,59,-5"
"460,43.67445,-79.2975,5,100,0,0,10,0,84,0,82,-5,76,0,86,-4,94,6,59,-4"
"170,43.76119,-79.2096,35,100,15,20,20,0,40,-25,55,-15,36,-10,72,-4,85,7,32,-5"
"460,43.67045,-79.3521,5,95,5,5,10,0,80,-1,77,-7,72,3,94,-6,96,-4,72,-9"
"150,43.7795,-79.227,80,100,20,20,15,0,75,6,83,14,69,14,86,-1,90,12,59,5"
"125,44.3518,-78.7377,0,100,0,0,40,0,81,49,75,43,44,12,73,8,55,-4,0,-47"
"525,44.34884,-78.7505,1,100,0,0,19,0,50,-50,50,-50,55,-33,80,-7,83,4,49,18"
"140,44.35899,-78.7328,0,100,0,0,30,0,45,-3,35,-27,35,-20,64,16,48,-21,16,-12"
"315,45.14486,-76.1355,0,100,0,0,15,0,72,1,75,2,70,19,75,-11,60,-26,22,-3"
"255,45.17018,-74.9728,0,95,0,0,20,0,57,-8,43,-31,52,10,67,-16,70,-9,3,-18"
"445,45.11251,-76.0955,0,100,0,0,10,0,80,-12,74,-8,60,2,69,-19,72,-16,41,-4"
